,SRS ID,depth,alpha,profiler,Body Site
0,SRS011152,-1.0,3.4190151468273573,burst,supragingival_plaque
1,SRS011152,-2.0,3.431982300619083,burst,supragingival_plaque
2,SRS011152,-3.0,3.411181830465551,burst,supragingival_plaque
3,SRS011152,-4.0,3.4247389004711373,burst,supragingival_plaque
4,SRS011271,-1.0,2.0237529042164577,burst,stool
5,SRS011271,-2.0,2.021562536937051,burst,stool
6,SRS011271,-3.0,2.027432767672003,burst,stool
7,SRS011271,-4.0,2.0210948692496262,burst,stool
8,SRS011306,-1.0,3.326209847848173,burst,tongue_dorsum
9,SRS011306,-2.0,3.3148289832672955,burst,tongue_dorsum
10,SRS011306,-3.0,3.2994128903201037,burst,tongue_dorsum
11,SRS011306,-4.0,3.2713748655862114,burst,tongue_dorsum
12,SRS011586,-1.0,2.644200787733931,burst,stool
13,SRS011586,-2.0,2.6413595724046153,burst,stool
14,SRS011586,-3.0,2.6146718232596244,burst,stool
15,SRS011586,-4.0,2.6669156378998826,burst,stool
16,SRS013252,-1.0,2.3645030572309347,burst,supragingival_plaque
17,SRS013252,-2.0,2.374445031761333,burst,supragingival_plaque
18,SRS013252,-3.0,2.3449846206576277,burst,supragingival_plaque
19,SRS013252,-4.0,2.40587894471246,burst,supragingival_plaque
20,SRS013258,-1.0,0.12704898144879287,burst,left_retroauricular_crease
21,SRS013258,-2.0,0.1271049798439047,burst,left_retroauricular_crease
22,SRS013258,-3.0,0.12124148360049919,burst,left_retroauricular_crease
23,SRS013258,-4.0,0.13694154656478622,burst,left_retroauricular_crease
24,SRS013705,-1.0,3.0560705403087267,burst,tongue_dorsum
25,SRS013705,-2.0,3.072675259392387,burst,tongue_dorsum
26,SRS013705,-3.0,3.0501463998299587,burst,tongue_dorsum
27,SRS013705,-4.0,3.167359297332178,burst,tongue_dorsum
28,SRS013950,-1.0,3.264200705528264,burst,subgingival_plaque
29,SRS013950,-2.0,3.2548606800027002,burst,subgingival_plaque
30,SRS013950,-3.0,3.2127568295744755,burst,subgingival_plaque
31,SRS013950,-4.0,3.093511363337912,burst,subgingival_plaque
32,SRS014107,-1.0,2.8254752175347138,burst,subgingival_plaque
33,SRS014107,-2.0,2.7958246422642343,burst,subgingival_plaque
34,SRS014107,-3.0,2.7196150491747995,burst,subgingival_plaque
35,SRS014107,-4.0,2.5267822173276606,burst,subgingival_plaque
36,SRS014287,-1.0,2.478714204392144,burst,stool
37,SRS014287,-2.0,2.4796930573328577,burst,stool
38,SRS014287,-3.0,2.4686923185000684,burst,stool
39,SRS014287,-4.0,2.374806601662661,burst,stool
40,SRS014477,-1.0,3.211798128364203,burst,subgingival_plaque
41,SRS014477,-2.0,3.1361372498397984,burst,subgingival_plaque
42,SRS014477,-3.0,3.044424731703592,burst,subgingival_plaque
43,SRS014477,-4.0,3.3684706808243927,burst,subgingival_plaque
44,SRS014691,-1.0,3.010331149836267,burst,subgingival_plaque
45,SRS014691,-2.0,2.994155296161617,burst,subgingival_plaque
46,SRS014691,-3.0,2.9137592944225914,burst,subgingival_plaque
47,SRS014691,-4.0,2.9436491456186364,burst,subgingival_plaque
48,SRS015038,-1.0,3.5818417419453974,burst,tongue_dorsum
49,SRS015038,-2.0,3.583361831932927,burst,tongue_dorsum
50,SRS015038,-3.0,3.5534762033865657,burst,tongue_dorsum
51,SRS015038,-4.0,3.5556728404488283,burst,tongue_dorsum
52,SRS015044,-1.0,2.972511427239253,burst,supragingival_plaque
53,SRS015044,-2.0,2.9755265275173874,burst,supragingival_plaque
54,SRS015044,-3.0,2.9632365126843405,burst,supragingival_plaque
55,SRS015044,-4.0,2.808120793951195,burst,supragingival_plaque
56,SRS015063,-1.0,2.4779403702347897,burst,supragingival_plaque
57,SRS015063,-2.0,2.480599814983147,burst,supragingival_plaque
58,SRS015063,-3.0,2.468878354110564,burst,supragingival_plaque
59,SRS015063,-4.0,2.4617249337265035,burst,supragingival_plaque
60,SRS015133,-1.0,2.812753499128767,burst,stool
61,SRS015133,-2.0,2.822644745887895,burst,stool
62,SRS015133,-3.0,2.858787199768373,burst,stool
63,SRS015133,-4.0,2.6966509274307517,burst,stool
64,SRS015278,-1.0,2.6832087731784915,burst,supragingival_plaque
65,SRS015278,-2.0,2.691511121741513,burst,supragingival_plaque
66,SRS015278,-3.0,2.711991357373294,burst,supragingival_plaque
67,SRS015278,-4.0,2.7564032234938867,burst,supragingival_plaque
68,SRS015381,-1.0,1.2412583920250977,burst,right_retroauricular_crease
69,SRS015381,-2.0,1.2513553348710311,burst,right_retroauricular_crease
70,SRS015381,-3.0,1.236200884727683,burst,right_retroauricular_crease
71,SRS015381,-4.0,1.0858666435612132,burst,right_retroauricular_crease
72,SRS015574,-1.0,3.3654051895910735,burst,supragingival_plaque
73,SRS015574,-2.0,3.3525855910693347,burst,supragingival_plaque
74,SRS015574,-3.0,3.3253504380774,burst,supragingival_plaque
75,SRS015574,-4.0,3.49217907430735,burst,supragingival_plaque
76,SRS015644,-1.0,3.177474375989867,burst,tongue_dorsum
77,SRS015644,-2.0,3.167004720985914,burst,tongue_dorsum
78,SRS015644,-3.0,3.1761915370951144,burst,tongue_dorsum
79,SRS015644,-4.0,3.1682122872446863,burst,tongue_dorsum
80,SRS015650,-1.0,2.0849205056071907,burst,supragingival_plaque
81,SRS015650,-2.0,2.0785427312034206,burst,supragingival_plaque
82,SRS015650,-3.0,2.050831601452454,burst,supragingival_plaque
83,SRS015650,-4.0,2.0323293282610306,burst,supragingival_plaque
84,SRS015755,-1.0,3.4156819893211092,burst,supragingival_plaque
85,SRS015755,-2.0,3.408627559083335,burst,supragingival_plaque
86,SRS015755,-3.0,3.382549690079119,burst,supragingival_plaque
87,SRS015755,-4.0,3.3333177895113937,burst,supragingival_plaque
88,SRS015797,-1.0,2.914150106100437,burst,tongue_dorsum
89,SRS015797,-2.0,2.9122091715244536,burst,tongue_dorsum
90,SRS015797,-3.0,2.9210062030746915,burst,tongue_dorsum
91,SRS015797,-4.0,2.92858655557286,burst,tongue_dorsum
92,SRS015854,-1.0,2.303550714857419,burst,stool
93,SRS015854,-2.0,2.3039270063334354,burst,stool
94,SRS015854,-3.0,2.326909899132245,burst,stool
95,SRS015854,-4.0,2.378896932020159,burst,stool
96,SRS015899,-1.0,3.069611212917363,burst,supragingival_plaque
97,SRS015899,-2.0,3.066393413614808,burst,supragingival_plaque
98,SRS015899,-3.0,3.056527208110611,burst,supragingival_plaque
99,SRS015899,-4.0,3.0169988506520635,burst,supragingival_plaque
100,SRS015947,-1.0,1.1398827801674898,burst,supragingival_plaque
101,SRS015947,-2.0,1.1339529556965189,burst,supragingival_plaque
102,SRS015947,-3.0,1.1363435932104458,burst,supragingival_plaque
103,SRS015947,-4.0,1.089028536924717,burst,supragingival_plaque
104,SRS016056,-1.0,1.9793552941201704,burst,stool
105,SRS016056,-2.0,1.9855250069798234,burst,stool
106,SRS016056,-3.0,1.95807878369982,burst,stool
107,SRS016056,-4.0,1.9964377530299826,burst,stool
108,SRS016225,-1.0,2.9834384266476013,burst,tongue_dorsum
109,SRS016225,-2.0,2.9843396082327645,burst,tongue_dorsum
110,SRS016225,-3.0,2.9947481594452583,burst,tongue_dorsum
111,SRS016225,-4.0,2.9334398330651874,burst,tongue_dorsum
112,SRS016331,-1.0,3.178098060650128,burst,supragingival_plaque
113,SRS016331,-2.0,3.172503602258619,burst,supragingival_plaque
114,SRS016331,-3.0,3.183648872743122,burst,supragingival_plaque
115,SRS016331,-4.0,3.1402944124362104,burst,supragingival_plaque
116,SRS016501,-1.0,2.678026340718848,burst,tongue_dorsum
117,SRS016501,-2.0,2.6885091142083573,burst,tongue_dorsum
118,SRS016501,-3.0,2.681461590712936,burst,tongue_dorsum
119,SRS016501,-4.0,2.789988343159021,burst,tongue_dorsum
120,SRS016529,-1.0,2.5720214629350115,burst,tongue_dorsum
121,SRS016529,-2.0,2.556509184987351,burst,tongue_dorsum
122,SRS016529,-3.0,2.541314899596297,burst,tongue_dorsum
123,SRS016529,-4.0,2.5519129862894694,burst,tongue_dorsum
124,SRS016746,-1.0,2.3713714479915535,burst,supragingival_plaque
125,SRS016746,-2.0,2.3641797717307185,burst,supragingival_plaque
126,SRS016746,-3.0,2.402221339410802,burst,supragingival_plaque
127,SRS016746,-4.0,2.1704596674458063,burst,supragingival_plaque
128,SRS016944,-1.0,0.9092816690867891,burst,left_retroauricular_crease
129,SRS016944,-2.0,0.9247026416933475,burst,left_retroauricular_crease
130,SRS016944,-3.0,0.9625568574742205,burst,left_retroauricular_crease
131,SRS016944,-4.0,0.7193864240367216,burst,left_retroauricular_crease
132,SRS017103,-1.0,2.498233411042063,burst,stool
133,SRS017103,-2.0,2.4987275739263253,burst,stool
134,SRS017103,-3.0,2.477832526681275,burst,stool
135,SRS017103,-4.0,2.4814943648697643,burst,stool
136,SRS017209,-1.0,2.855665192673179,burst,tongue_dorsum
137,SRS017209,-2.0,2.854624293051133,burst,tongue_dorsum
138,SRS017209,-3.0,2.880210340603547,burst,tongue_dorsum
139,SRS017209,-4.0,2.8737517244705457,burst,tongue_dorsum
140,SRS017304,-1.0,3.1691946752610702,burst,supragingival_plaque
141,SRS017304,-2.0,3.163216046902709,burst,supragingival_plaque
142,SRS017304,-3.0,3.1177072520217606,burst,supragingival_plaque
143,SRS017304,-4.0,3.216999591125873,burst,supragingival_plaque
144,SRS017307,-1.0,1.6814887649123826,burst,stool
145,SRS017307,-2.0,1.6796202376298803,burst,stool
146,SRS017307,-3.0,1.677026504635247,burst,stool
147,SRS017307,-4.0,1.699026271289825,burst,stool
148,SRS017439,-1.0,3.327203165335064,burst,tongue_dorsum
149,SRS017439,-2.0,3.3309663792743107,burst,tongue_dorsum
150,SRS017439,-3.0,3.3306310932640937,burst,tongue_dorsum
151,SRS017439,-4.0,3.297133645272498,burst,tongue_dorsum
152,SRS017511,-1.0,3.229558628426881,burst,supragingival_plaque
153,SRS017511,-2.0,3.250658185888839,burst,supragingival_plaque
154,SRS017511,-3.0,3.2331225909742742,burst,supragingival_plaque
155,SRS017511,-4.0,3.2786685907893154,burst,supragingival_plaque
156,SRS017533,-1.0,4.070118844549923,burst,tongue_dorsum
157,SRS017533,-2.0,4.071128068590003,burst,tongue_dorsum
158,SRS017533,-3.0,4.10063626097654,burst,tongue_dorsum
159,SRS017533,-4.0,3.9562364100696414,burst,tongue_dorsum
160,SRS017713,-1.0,2.4203253815077606,burst,tongue_dorsum
161,SRS017713,-2.0,2.4256829988022397,burst,tongue_dorsum
162,SRS017713,-3.0,2.4146202349127828,burst,tongue_dorsum
163,SRS017713,-4.0,2.3853043332428125,burst,tongue_dorsum
164,SRS017814,-1.0,2.2010358960170846,burst,supragingival_plaque
165,SRS017814,-2.0,2.184774003787401,burst,supragingival_plaque
166,SRS017814,-3.0,2.1826208294268805,burst,supragingival_plaque
167,SRS017814,-4.0,1.9803366598701353,burst,supragingival_plaque
168,SRS017849,-1.0,0.5209022913051254,burst,left_retroauricular_crease
169,SRS017849,-2.0,0.5216317191655897,burst,left_retroauricular_crease
170,SRS017849,-3.0,0.518972343691804,burst,left_retroauricular_crease
171,SRS017849,-4.0,0.5399855396524971,burst,left_retroauricular_crease
172,SRS017851,-1.0,0.5515476215433335,burst,right_retroauricular_crease
173,SRS017851,-2.0,0.542272251797479,burst,right_retroauricular_crease
174,SRS017851,-3.0,0.5540744412318217,burst,right_retroauricular_crease
175,SRS017851,-4.0,0.5475744905653752,burst,right_retroauricular_crease
176,SRS018133,-1.0,2.437278848010898,burst,stool
177,SRS018133,-2.0,2.4332006121774405,burst,stool
178,SRS018133,-3.0,2.433912452011141,burst,stool
179,SRS018133,-4.0,2.4491252394346974,burst,stool
180,SRS018157,-1.0,4.32125679374998,burst,supragingival_plaque
181,SRS018157,-2.0,4.327692910097957,burst,supragingival_plaque
182,SRS018157,-3.0,4.317201932273143,burst,supragingival_plaque
183,SRS018157,-4.0,4.391204934682497,burst,supragingival_plaque
184,SRS018573,-1.0,3.901541940166576,burst,supragingival_plaque
185,SRS018573,-2.0,3.8945748319367604,burst,supragingival_plaque
186,SRS018573,-3.0,3.8884725624121077,burst,supragingival_plaque
187,SRS018573,-4.0,3.905644685465723,burst,supragingival_plaque
188,SRS018575,-1.0,2.1858258146708414,burst,stool
189,SRS018575,-2.0,2.185716915137685,burst,stool
190,SRS018575,-3.0,2.1891704167176904,burst,stool
191,SRS018575,-4.0,2.1591689245461163,burst,stool
192,SRS018778,-1.0,1.6562609625292575,burst,supragingival_plaque
193,SRS018778,-2.0,1.633277660418694,burst,supragingival_plaque
194,SRS018778,-3.0,1.6881919894152921,burst,supragingival_plaque
195,SRS018778,-4.0,1.6038370198341645,burst,supragingival_plaque
196,SRS018978,-1.0,0.7792780757052781,burst,right_retroauricular_crease
197,SRS018978,-2.0,0.7861805529462933,burst,right_retroauricular_crease
198,SRS018978,-3.0,0.8275652350443203,burst,right_retroauricular_crease
199,SRS018978,-4.0,0.9223894971476639,burst,right_retroauricular_crease
200,SRS019015,-1.0,0.9398810850608467,burst,left_retroauricular_crease
201,SRS019015,-2.0,0.9583092426577942,burst,left_retroauricular_crease
202,SRS019015,-3.0,0.9728225718647248,burst,left_retroauricular_crease
203,SRS019015,-4.0,1.0319210361297468,burst,left_retroauricular_crease
204,SRS019028,-1.0,3.3370777794551185,burst,supragingival_plaque
205,SRS019028,-2.0,3.3437772275220543,burst,supragingival_plaque
206,SRS019028,-3.0,3.3458758736013317,burst,supragingival_plaque
207,SRS019028,-4.0,3.4800430974226044,burst,supragingival_plaque
208,SRS019029,-1.0,3.5649585381515068,burst,subgingival_plaque
209,SRS019029,-2.0,3.550233578197362,burst,subgingival_plaque
210,SRS019029,-3.0,3.547740762917165,burst,subgingival_plaque
211,SRS019029,-4.0,3.461876894743358,burst,subgingival_plaque
212,SRS019033,-1.0,1.1003633292656327,burst,right_retroauricular_crease
213,SRS019033,-2.0,1.1007926061173217,burst,right_retroauricular_crease
214,SRS019033,-3.0,1.0751991463642878,burst,right_retroauricular_crease
215,SRS019033,-4.0,0.9324766815479438,burst,right_retroauricular_crease
216,SRS019045,-1.0,2.838797936369579,burst,tongue_dorsum
217,SRS019045,-2.0,2.845883503482389,burst,tongue_dorsum
218,SRS019045,-3.0,2.8995547851875747,burst,tongue_dorsum
219,SRS019045,-4.0,2.914585622787308,burst,tongue_dorsum
220,SRS019063,-1.0,1.687436638163906,burst,left_retroauricular_crease
221,SRS019063,-2.0,1.7157132506690789,burst,left_retroauricular_crease
222,SRS019063,-3.0,1.700442650878329,burst,left_retroauricular_crease
223,SRS019063,-4.0,1.6174112194306502,burst,left_retroauricular_crease
224,SRS019064,-1.0,0.880709051796567,burst,right_retroauricular_crease
225,SRS019064,-2.0,0.8906262060730014,burst,right_retroauricular_crease
226,SRS019064,-3.0,0.8963107917034194,burst,right_retroauricular_crease
227,SRS019064,-4.0,0.7916824331459059,burst,right_retroauricular_crease
228,SRS019116,-1.0,0.1899595925129486,burst,right_retroauricular_crease
229,SRS019116,-2.0,0.19396834209241276,burst,right_retroauricular_crease
230,SRS019116,-3.0,0.17856402805275023,burst,right_retroauricular_crease
231,SRS019116,-4.0,0.21717754079779664,burst,right_retroauricular_crease
232,SRS019129,-1.0,4.171147318187906,burst,subgingival_plaque
233,SRS019129,-2.0,4.1883656799509295,burst,subgingival_plaque
234,SRS019129,-3.0,4.131653196319069,burst,subgingival_plaque
235,SRS019129,-4.0,4.337205150588668,burst,subgingival_plaque
236,SRS019161,-1.0,2.824808403896887,burst,stool
237,SRS019161,-2.0,2.818556233101142,burst,stool
238,SRS019161,-3.0,2.8212950948213598,burst,stool
239,SRS019161,-4.0,2.8039887507807877,burst,stool
240,SRS019225,-1.0,3.0957802182343688,burst,supragingival_plaque
241,SRS019225,-2.0,3.113601513103386,burst,supragingival_plaque
242,SRS019225,-3.0,3.1087355323814054,burst,supragingival_plaque
243,SRS019225,-4.0,2.9049835298438595,burst,supragingival_plaque
244,SRS019267,-1.0,1.6427049872027188,burst,stool
245,SRS019267,-2.0,1.6425120233719268,burst,stool
246,SRS019267,-3.0,1.6418871257899244,burst,stool
